,id,date,time,username,name,polarity,tweet,link
25,1.23802182072241e+18,2020-03-12,08:39:38,bhai007bullet,Bullet Bhai007,1,"कबसे में देख रहा हु इस कुतिया के उपर हमारी ज़ोया का कमेन्ट नही आया,,, 🤣🤣🤣🤣",https://twitter.com/Bhai007Bullet/status/1238021820722405376
26,1.23908515644447e+18,2020-03-15,07:04:57,shyamsh52452525,श्याम सुंदर (महाराज),0,सही है,https://twitter.com/ShyamSh52452525/status/1239085156444467200
27,1.23853518033312e+18,2020-03-13,18:39:32,vik_shrivastava,Vikash Shrivastava 🇮🇳,1,"भाई एक बिहारी बोलता है, गांड घीसियाते रह जाओगे एक इंच भी नहीं पाओगे बिहार में 😂😂😂😂😂",https://twitter.com/vik_shrivastava/status/1238535180333117440
28,1.23752082447247e+18,2020-03-10,23:28:51,idrishi_boy1,MR Idrisi,1,ये हिजड़ा कौन है भाई..? 😂😂,https://twitter.com/Idrishi_Boy1/status/1237520824472465409
29,1.23776697640104e+18,2020-03-11,15:46:58,risckybabu,Riscky,0,खूबसूरत तो लडकिया होती है। हम तो कमीने ही अच्छे लगते है 😂😂🤣🤣🤣,https://twitter.com/Risckybabu/status/1237766976401035264
30,1.23882599461989e+18,2020-03-14,13:55:08,navsrijanravi,Navsrijan Ravi,1,तो उसके गांड में घुस जा बेनचोद,https://twitter.com/NavsrijanRavi/status/1238825994619887616
31,1.23799796843682e+18,2020-03-12,07:04:51,krantiguru_,क्रांति गुरु,1,"1 साल में रोहिंग्या शिविरों में 60 हजार बच्चे  पैदा हुए हैं, -Report  अब बताओ यह हरामखोर  शरण में आए हैं,या हनीमून पर?",https://twitter.com/KrantiGuru_/status/1237997968436822016
32,1.23772309055919e+18,2020-03-11,12:52:35,ajitsha01391114,Ajit Shah,1,के साए आशु बहाया. इस मादरचोद पाकिस्थानी प्रेमी को आपने बोलने दिया वही गलत निर्णय लिया.,https://twitter.com/AjitSha01391114/status/1237723090559184897
33,1.23908769389771e+18,2020-03-15,07:15:02,r_ss_india,गर्व_से_कहो_हम_हिंदू_है,0,अबे #चोर   वो भी #चिन्दी साले तेरी औकाद है क्या किसी मंत्री से बात करने की ???,https://twitter.com/R_SS_INDIA/status/1239087693897711616
34,1.23772750992116e+18,2020-03-11,13:10:08,lundroid,Dr. Cock,1,"🍆लंड का कोई ""धर्म""नहीं होता  ((()))चुत की कोई""जात"" नहीं होती|  😇जिस्म के बजार मे भोसड़ी के....   ""मजहब"" की कोई बात नहीं होती ✊💦💦😜👌",https://twitter.com/Lundroid/status/1237727509921161217
35,1.23768732980181e+18,2020-03-11,10:30:29,aman_jayhind,राष्ट्रवादी_अमन कुमार🇮🇳🚩,0,"सिंधिया ने छोड़ी गद्दारो की टोली अब बोलेंगे #जयश्रीराम की बोली। और तुम लोग भी खूब तलवा चाट रहे हो। दरबारियो की। @rahulkanwal @sardesairajdeep दोनो भोसड़ी के नाचते हैं, ना bjp हारती हैं, तो।",https://twitter.com/Aman_JayHind/status/1237687329801805831
36,1.23907491911728e+18,2020-03-15,06:24:16,f510bc9b77f8464,Deepak Varshney,0,"चलो, कुछ तो देश के लिए अच्छा विचार आए इन शैतानी दिमागों में 🙈   जागते हुए देखेंगे,,,👍 सतर्क होकर 🤗💪",https://twitter.com/f510bc9b77f8464/status/1239074919117275136
37,1.23908623209885e+18,2020-03-15,07:09:13,deadpoolsa,Deadpool_Sa,0,😊सर में दर्द जो तो चाय पीने से अच्छा लगता है  https://twitter.com/FranticLadki/status/1238880664889356288 …,https://twitter.com/DeadpoolSA/status/1239086232098852864
38,1.23906774842612e+18,2020-03-15,05:55:46,laxmi185299033,Laxmi--1,0,Sant Shri Asharamji Bapu ने लाखों महिलाओं को सुसंस्कृत किया। नारी को नारायणी बनाने में अथक प्रयास किया। नारी को सबल बनाने के लिए अनेकों शिविरों का आयोजन #Bapuji की प्रेरणा से होता है। आज लाखों महिलाये बापूजी के केस में न्याय की मांग कर रही है।  #VoiceRaisedOnWomensDay,https://twitter.com/Laxmi185299033/status/1239067748426121216
39,1.23879334159819e+18,2020-03-14,11:45:22,ashoksi44256875,Ashok Sinha,1,ये साला गांड का भी अंधा है।,https://twitter.com/AshokSi44256875/status/1238793341598191616
40,1.13509323192481e+18,2019-06-02,07:58:10,pranaym49,Abhijeet49,1,तुम्हारी ख्वाईश जरुर पूरी होगी मेरी जान जब चाहो  चुत मरूँगा तेरी मेरी हवस की रानी,https://twitter.com/PranayM49/status/1135093231924813825
41,1.23863470240936e+18,2020-03-14,01:15:00,sudanmadhu13,🙂🙂🙂,1,अब  हँस रहा है अब मज़ा आएगा  लगता है मोटी गांड है तेरा बहुत मज़ा आएगा  😍😍😍😍😘😘😘😘,https://twitter.com/sudanmadhu13/status/1238634702409359360
42,1.2390607596503e+18,2020-03-15,05:28:00,satya72948741,Satya,0,Sant Shri Asharamji Bapu ने लाखों महिलाओं को सुसंस्कृत किया। नारी को नारायणी बनाने में अथक प्रयास किया। नारी को सबल बनाने के लिए अनेकों शिविरों का आयोजन #Bapuji की प्रेरणा से होता है। आज लाखों महिलाये बापूजी के केस में न्याय की मांग कर रही है।  #VoiceRaisedOnWomensDay,https://twitter.com/Satya72948741/status/1239060759650299908
43,1.2377844122442e+18,2020-03-11,16:56:15,tajmoha11637495,Taj Mohammad,1,तेरी माकी chuuut साले हरामखोर Bhoshdi के madarchod बोला था ना गाली मत बकना जबान मेरे मुंह में भी हा  अपनी बहन से मेरे लन्ड का पानी चुष्वाले  उसे मजा आ जाएगा साले दो कौड़ी के आदमी,https://twitter.com/TajMoha11637495/status/1237784412244197383
44,1.23747352389276e+18,2020-03-10,20:20:53,sorry91183083,sorry,1,क्यों गांD मराने को बहुत उतावला हो रहा है क्या  तेरी गांD में ज्यादा खुजली हो रही है मरवाने के लिए साले बुड्ढे अपनी बेटी को भेज जो अच्छे से बजा सकूं तुझे बताएगी जो उसकी सूची हुई दिखेगी तुझे हरामखोर कुत्ते साले बेशर्म हो चुके हैं बेटी को भेजने की उम्र साले खुद आ रहा है,https://twitter.com/sorry91183083/status/1237473523892760576
45,1.23770576796624e+18,2020-03-11,11:43:45,dillirajgautam3,Dilli Raj Gautam,1,पुरूस भयर  स्त्री नहेर्ने त हिजड़ा भै गो नी हेराइ ले आफ्नो र पराइ हुदैन नियत ले आफ्नो र पराइ छुट्टाउछ,https://twitter.com/DilliRajGautam3/status/1237705767966236672
46,1.23908733469332e+18,2020-03-15,07:13:36,kumar_manish95,Manish Kumar Rai,0,"स्वामी विवेकानंद ने कहा था की ‘अगर शिक्षा तक सब की पहुँच ना हो तो शिक्षा को ही हर किसी तक पहुँचा दो’। लालू जी ने चरवाहा विधालय शुरू कर गरीबो, मज़दूरों और चरवाहों तक शिक्षा को पहुँचाने का काम किया। चरवाहा विधालय एक अनूठी प्रयोग थी और हर बिहारी को इसपे गर्व है।",https://twitter.com/Kumar_Manish95/status/1239087334693322752
47,1.23868384619688e+18,2020-03-14,04:30:17,weak_bomb,よわぼん,0,メスガキ「小学生に負けて♡大人のプライドとかないの♡」 ダイソーの店員「そこになければないですね」 エース「ハァ…ハァ…敗北者？」 死を司る冥邪神デスガキ「पहली चूत करने के लिए लंड…………」（全体即死攻撃を唱える 大気圏に突入する犬「ウオオオオオオオオオオオオオオオオオオオオオオオオ,https://twitter.com/weak_bomb/status/1238683846196875265
48,1.23909131171141e+18,2020-03-15,07:29:24,sabasivaguruna1,Saba Sivagurunathan,0,"आपका स्वागत है महोदय,आपने एक बहुत व्यापक विस्तृत तथ्य अत्यंत स्पष्टता के साथ कहा है ,आपके प्रयासों के लिए बधाई और शुभकामनाएं,जय हिंद,🇺🇸🌹🇮🇳👍🌺🤝🌺🇮🇳🌹🇺🇸",https://twitter.com/SabaSivaguruna1/status/1239091311711412225
49,1.23909152132592e+18,2020-03-15,07:30:14,jm_scindiabjp,ज्योतिरादित्य महाराज™,0,जम्मू-कश्मीर: अनंतनाग में सुरक्षाबलों से मुठभेड़ में चार आतंकी ढेर.....!!!    !! जय हिन्द !! जय भारत 🇮🇳,https://twitter.com/JM_scindiabjp/status/1239091521325920261
50,1.15386278597918e+18,2019-07-24,03:01:40,sunil_fukyou,Sunil,1,"कहते है तू दिवानी मस्तानी हो गई  मै लन्ड को चूस के, रस पी तू चली आई  😘😘😘  https://twitter.com/aartikapor/status/1153853066950479872 …",https://twitter.com/sunil_fukyou/status/1153862785979183105
51,1.23883764742816e+18,2020-03-14,14:41:26,atulkumarraibhu,अतुल कुमार राय,1,आजकल तो नपुंसक नमकहराम ठगों के गिरोह भी ठाकुर और ब्राह्मण बनते हैं नमकहराम गद्दार .  ठाकुर और ब्राह्मण ठगों और नपुंसको की चरणदासी बनेगा क्या पागलों सोचना चाहिए आपको दरसल यह सब नमकहराम गद्दार हैं ठग गांड की औलाद है . 🙏💕⚘,https://twitter.com/AtulKumarraibhu/status/1238837647428157442
52,1.23852739690446e+18,2020-03-13,18:08:36,chandansharmag,Chandan Sharma,1,"घंटा कामयाब नहीं होगा, गांड तो मार के रख दी इसने पूरे दिल्ली की",https://twitter.com/ChandanSharmaG/status/1238527396904464384
53,1.23906839918916e+18,2020-03-15,05:58:21,narendrahnis,narendra kumar,0,इंडिया में ही पढ़ाते तो अच्छा था,https://twitter.com/narendrahnis/status/1239068399189155841
54,1.23797869582384e+18,2020-03-12,05:48:16,panditsatishsh6,पंडित सतीश शुक्ला,1,कूतिया को गधी के साथ पहली बार देखा है,https://twitter.com/PanditSatishSh6/status/1237978695823835137
55,1.23731432579195e+18,2020-03-10,09:48:18,bharatr74239432,राठौर साहब 😎 🇮🇳 🕉️ ⚔️ 🚩,1,6 फॉलोवर 😂 चुटिया,https://twitter.com/BharatR74239432/status/1237314325791948800
56,1.04016505468174e+18,2018-09-13,09:07:29,vivekbanerjee77,বিবেক ব্যানার্জি,1,"@AniqaNisar जब इंडिया पाकिस्तान पर कब्ज़ा करेगा, में ढूंढ़ के तेरी चूत मरूँगा...",https://twitter.com/vivekbanerjee77/status/1040165054681735169
57,1.23772126603276e+18,2020-03-11,12:45:20,lankesh143,लंकेश,1,खिसियायी कुतिया खंभा नोचे 😂,https://twitter.com/lankesh143/status/1237721266032762880
58,1.23870425043327e+18,2020-03-14,05:51:21,pankajk32855383,Pankaj Kumar Jha,1,"किसी ने मिर्च केजरीवाल के आंखों में फेंका  , , जिसकी किडा तो इसकी गांड़ में है #shameonkejriwal",https://twitter.com/PankajK32855383/status/1238704250433273856
59,1.23743488955888e+18,2020-03-10,17:47:22,pandeyji_01,{डॉ. तकलीफ },1,सो गया है भोसड़ी वाला अब कल आएगा 😂😂,https://twitter.com/pandeyji_01/status/1237434889558884359
60,1.23739721807353e+18,2020-03-10,15:17:41,bhart_09,प्रशांत भारती 🇮🇳,0,"होली के रंगों की बातें ही कुछ और हैं।  संध्या में, कुछ परम कमीने मित्रों के संग😉 @ImAnish50 @itzonu #होलीहै #होली की हार्दिक शुभकामनाएं💐💐 pic.twitter.com/tAoV8bBkHL",https://twitter.com/Bhart_09/status/1237397218073534466
61,1.2390883573443e+18,2020-03-15,07:17:40,karansi06559044,Karan Singh,0,अच्छा,https://twitter.com/KaranSi06559044/status/1239088357344301056
62,1.2379764863819e+18,2020-03-12,05:39:29,kanhaiya_786,Kanhaiya Kumar 🇮🇳,1,कमीने यस बैंक का पैसा खाकर भी लोगों में जहर फैला रहे है 😡😡  https://twitter.com/ZeeNewsHindi/status/1237793815647244289 …,https://twitter.com/kanhaiya_786/status/1237976486381899778
63,1.23725081114449e+18,2020-03-10,05:35:55,hemant_cv,hemant v chavan,1,लगता हैं कि तुम किसी हरामी कमीने सुअर मौलवी की हलाला की औलाद हो,https://twitter.com/hemant_cv/status/1237250811144491008
64,1.23736285758022e+18,2020-03-10,13:01:08,hiteshkmakwana1,Hitesh K Makwana.,1,इस मे कहेना क्या हे रंडी हमेशा दल्ले के साथ ही खडी रहती हे,https://twitter.com/HiteshKMakwana1/status/1237362857580220422
65,1.23909058845821e+18,2020-03-15,07:26:32,vshavarkar,डोनाल्ड ट्रंप ‌🇮🇳🚩🙏 💯% #followback,0,जिहादियों आओ भारतीय सेना को चार इस्लामिक आंतकवादीयों को कुत्ते की मौत मारने के लिए बधाई दे दो।  जय हो हिन्द की सेना का।  https://twitter.com/JagranNews/status/1239080028920377344 …,https://twitter.com/VShavarkar/status/1239090588458209281
66,1.23858450772217e+18,2020-03-13,21:55:33,atulkumarraibhu,अतुल कुमार राय,1,भिखारी घंटपकडू नपुंसक का गू मूत अपने मुख से हगने वाला जीव बना घूमता है भिखारी गांड की औलाद है नमकहराम नपुंसक घंटपकडू भिखारी ठग साले तूं जीवन भर भिखारी गांड बनकर घूम मैं तेरी माँ बहन बेटी को कुछ नहीं कहूँगा जो तूं चाहता है मुझसे नहीं हो सकता    क्योंकि मैं तेरी तरह नपुंसक नहीं,https://twitter.com/AtulKumarraibhu/status/1238584507722166272
67,1.23730640997429e+18,2020-03-10,09:16:50,teamdirectorcat,गुरुदेव,1,दो गुजरातीने देशकी राजनीतिको रंडी बाजार बना दिया है .. कोई भी राजनेता रुपयों या पदकी लालचमें या तो अपना पिछवाडा लाल करवाएगा या अपनी मा बहन बेटीको एक रातके लिए सुलानेके लिए राजी हो जाएगा.. ब्रेवो माय गुजराती क्या चेस खेल रहे हो.. आगे बढो .#JyotiradityaScindia #MadhyaPradeshCrisis,https://twitter.com/TeamDirectorCAT/status/1237306409974292480
68,1.23908253588527e+18,2020-03-15,06:54:32,shankargurjar84,Shankar gurjar,0,जो व्यक्ति राष्ट्र की चुनौतियों का मुकाबला कर रहा है उसे अपनी राजनीतिक विचारधारा को पिछे छोड़कर उसका साथ देना चाहिए सरकारें आईगी जायेगी जीएसटी आया अच्छा था बुरा यह इनटरल मामले हे  राष्ट्र और भारत की सनातनं संस्कृति के प्रति कोन उदारवादी सोच रखता हे यह महत्वपूर्ण है,https://twitter.com/shankargurjar84/status/1239082535885271040
69,1.20796113790543e+18,2019-12-20,09:49:12,jayshukla3355,Jay Shukla,1,तुम्हारी अम्मी की चूत सुअर का टट्टी खाने वाले भड़वे हलाला की औलाद सुअर के बच्चे मादरचोद घसीट घसीट कर मरूँगा मादरचोद अभी जानता नही है तू साले।कितनी भी फ़र्ज़ी आई डी बना ले ढूढ़कर तेरी अम्मी बहन छोडूंगा साले सुअर।तुम्हारी अम्मी चुड़ैल है साले।तेरा बाप शैतान की औलाद।,https://twitter.com/jayshukla3355/status/1207961137905430529
70,1.23908154529972e+18,2020-03-15,06:50:36,sgautamdeoria,Santosh Bharti,0,खूबसूरत पंक्ति भाई अवधेश जी  बेहतरीन चित्रण👌,https://twitter.com/sgautamdeoria/status/1239081545299718145
71,1.23907152922624e+18,2020-03-15,06:10:48,dipakpriydarshi,priyadarshi dipak v.,0,नैतिकता की सुंदर अनुभूति रहा है पुज्य हिन्दू संतों का जीवन ।  वर्तमान समय में विदेशी ताकदों द्वारा संस्कृति के आधारस्तंभ Sant Shri Asharamji Bapu जैसे संतों को झूठे केस में फसाया जा रहा है उनको लिए न्याय मिले ऐसा कहना है लाखों महिलाओं का ।    #VoiceRaisedOnWomensDay,https://twitter.com/dipakpriydarshi/status/1239071529226235905
72,1.23909178166238e+18,2020-03-15,07:31:16,qkwaiju4h4l2ytc,किशोर बिरट,0,"#GyanGanga_RiverOfKnowledge भगवान राम व भगवान कृष्ण जी सतयुग में नही थे। तब किस राम की भक्ति होती थी। जानने के लिये अवश्य पढ़ें संत रामपाल जी महाराज द्वारा लिखित पवित्र पुस्तक ""ज्ञान गंगा""। देखें साधना TV चैनल प्रतिदिन रात्रि 7:30 से  pic.twitter.com/N62mjEoqfb",https://twitter.com/QKWaiju4h4L2yTC/status/1239091781662380034
73,1.23909041615201e+18,2020-03-15,07:25:51,ravitha48392087,Ravi Thakur एक परेशान पिता एक लाचार पति जय हिंद,0,ज्यादा तो नहीं लेकिन 10-12 लोगों को  मैं फरीदाबाद हरियाणा में नौकरी पल  लगवा दुगा। बस वो कमसे कम दसवीं  पास होना चाहिए सर।  🌹🇮🇳🙏👩‍👩‍👧‍👦 https://twitter.com/laluprasadrjd/status/1239066838719328256 …,https://twitter.com/RaviTha48392087/status/1239090416152014848
74,1.23795191208482e+18,2020-03-12,04:01:50,ravirai56,Ravi Rai ,1,"अपनी मैया के भोसड़ी में गरीब का ठेला लगवा ले माधर चोद।तेरी अम्मा फिर वैसे ही गरीब ठेले वाले पैदा करेगी, अपने चूतर से। अम्मा की गाँड से ही पैदा हुआ होगा तू भोसड़ी के",https://twitter.com/ravirai56/status/1237951912084815873
75,1.23908973017779e+18,2020-03-15,07:23:07,ssingh0106,जय श्री राम 🇮🇳🇮🇳,0,Isma offend hone ka kya tha??,https://twitter.com/ssingh0106/status/1239089730177785856
76,1.23906763731062e+18,2020-03-15,05:55:20,nitendra_adv,Nitendra,0,भाजपा नेता कुशल प्रशासक पूर्व मुख्यमंत्री स्व0 साहिब सिंह वर्मा जी को भावभीनी विनम्र श्रद्धांजलि शत शत नमन उनके योगदान को देश सर्वदा याद रखेगा @narendramodi @JPNadda @AmitShah,https://twitter.com/nitendra_adv/status/1239067637310615552
77,1.23906185446867e+18,2020-03-15,05:32:21,ianujagnihotri,अनुज अग्निहोत्री 'स्वतंत्र',0,बहुत सुंदर,https://twitter.com/ianujagnihotri/status/1239061854468669441
78,1.23880542369786e+18,2020-03-14,12:33:23,mysticsuuyog,Suyog,1,"आंड का पता ना गांड का, ध्रुव राठी ज्ञान चोदे ब्रम्हांड का......",https://twitter.com/mysticsuuyog/status/1238805423697858561
79,1.23745010925783e+18,2020-03-10,18:47:51,satish14128094,Satish,1,हये मेरी डॉक्टर रानी मेरा लौड़ा चेक करले।,https://twitter.com/Satish14128094/status/1237450109257826304
80,1.23906038593781e+18,2020-03-15,05:26:31,rohghelot,Rohit Gehlot,0,Sant Shri Asharamji Bapu की पावन प्रेरणा से महिला उत्थान हेतु चलाये जा रहे विभिन्न प्रकल्पों से महिलाओं का सर्वांगीण विकास हुआ है।इस बार विश्व महिला दिवस पर इन महिलाओं ने बापूजी की शीघ्र रिहाई हेतु अपनी आवाज उठायी है। #VoiceRaisedOnWomensDay https://youtu.be/So_tGbcIxeM ,https://twitter.com/RohGhelot/status/1239060385937809409
81,1.23908279148191e+18,2020-03-15,06:55:33,sudeshbaj,Sudesh 🇮🇳 सुदेश (दिल्ली वाले),0,ये देखकर अच्छा लग रहा है. यह लड़की दुर्गा माँ का रुप है. 🙏,https://twitter.com/sudeshbaj/status/1239082791481913344
82,1.23908839283654e+18,2020-03-15,07:17:48,shashidihri,shashi shekhar singh,0,अच्छा ये बताओ tubelight से मिलने के बाद वो सबसे पहले क्या करता है तेरे साथ।,https://twitter.com/shashidihri/status/1239088392836542465
83,1.23906250362089e+18,2020-03-15,05:34:56,kashyapsahb,Baljinder Kashyap,0,Sant Shri Asharamji Bapu की पावन प्रेरणा से महिला उत्थान मंडल की स्थापना हुई है जिसके अंतर्गत नारी उत्थान के अनेक प्रकल्प चलाये जा रहे हैं। बापूजी की शीघ्र रिहाई हेतु महिला उत्थान मंडल द्वारा #VoiceRaisedOnWomensDay,https://twitter.com/Kashyapsahb/status/1239062503620894720
84,1.23882411114236e+18,2020-03-14,13:47:38,rishabh12931,कॉन्स्टेबल मिश्रा जी बिहार वाले,1,"कैसे गांडू है, खुद ही पाद रहा है, खुद ही सूंघ रहा है, खुद ही हंस रहा है।  बचपन से चुटिया है या कोर्स करके आया है। 😹",https://twitter.com/Rishabh12931/status/1238824111142359043
